Datetime,server name,ApplicationName,max CPU utilization,CPUUtilizationDate,max Memory Utilization,MemoryUtilizationDate,Wait type,Wait time(ms),Most expensive query by cpu,Most expensive query by cpu  URL,Most expensive query by physical reads,Most expensive query by physical reads URL ,JobsURL,Cach Hit Ratio
4/29/2025,HC1DBSQ21PV,"AD Sync,SCCM,VAMT",35,01:23.8,100,09:51.7,LATCH_EX,169281,"SELECT TOP 1 @last_internal_table_name = internal_table_name,
			@last_start_time = start_time, 
			@last_end_time = end_time,
			@last_rows_cleaned_up = rows_cleaned_up,
			@last_cleanup_version = cleanup_version,
			@last_comments = comments 
			F",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ad8b1660-b508-49d8-891e-5bbe8884951a?experience=power-bi&subfolderId=30544,UPDATE [DiscItemAgents] set [AgentTime] = @1  WHERE [ItemKey]=@2 AND [DiscArchKey]=@3 AND [AgentID]=@4 AND [AgentSite]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/61c2400c-838a-4d56-996c-ca67513d38f5?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7094378a-6b59-40ff-8410-fb447f160c0e?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ21PV,"AD Sync,SCCM,VAMT",35,01:23.8,100,09:51.7,LCK_M_SCH_S,74834,"SELECT TOP 1 @last_internal_table_name = internal_table_name,
			@last_start_time = start_time, 
			@last_end_time = end_time,
			@last_rows_cleaned_up = rows_cleaned_up,
			@last_cleanup_version = cleanup_version,
			@last_comments = comments 
			F",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ad8b1660-b508-49d8-891e-5bbe8884951a?experience=power-bi&subfolderId=30544,UPDATE [DiscItemAgents] set [AgentTime] = @1  WHERE [ItemKey]=@2 AND [DiscArchKey]=@3 AND [AgentID]=@4 AND [AgentSite]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/61c2400c-838a-4d56-996c-ca67513d38f5?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7094378a-6b59-40ff-8410-fb447f160c0e?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ21PV,"AD Sync,SCCM,VAMT",35,01:23.8,100,09:51.7,QDS_ASYNC_QUEUE,3052345,"SELECT TOP 1 @last_internal_table_name = internal_table_name,
			@last_start_time = start_time, 
			@last_end_time = end_time,
			@last_rows_cleaned_up = rows_cleaned_up,
			@last_cleanup_version = cleanup_version,
			@last_comments = comments 
			F",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ad8b1660-b508-49d8-891e-5bbe8884951a?experience=power-bi&subfolderId=30544,UPDATE [DiscItemAgents] set [AgentTime] = @1  WHERE [ItemKey]=@2 AND [DiscArchKey]=@3 AND [AgentID]=@4 AND [AgentSite]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/61c2400c-838a-4d56-996c-ca67513d38f5?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7094378a-6b59-40ff-8410-fb447f160c0e?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ90PV,DBAReporting,48,02:38.8,100,10:03.1,WRITELOG,75123,DELETE [Completed_JOB]  WHERE [serverName]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/17a904aa-17f0-408d-88b0-22ba495e2f5e?experience=power-bi&subfolderId=30544,"SELECT  [AgentVersion]
      ,[CertType]
      ,[CertExpiryUtc]
      ,[city]
      ,[ConnectingIpAddress]
      ,[CoverageTags_GTS]
      ,[CpuArchitecture]
      ,[ConnectionState]
      ,[CpuType]
      ,[CreatedUtc]
      ,[Criticality]
      ,[Device",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/570beccd-fdb9-46f0-b0d6-7c8b8739f03b?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/526c23c0-590c-4ed1-8303-96668e2c5fb3?experience=power-bi&subfolderId=30544,100
4/29/2025,AWSDBSQ50PV,Investran,7,00:35.2,100,09:49.5,SOS_WORK_DISPATCHER,33026393,insert @sp_replcmds exec sp_replcmds @maxtran,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7b050ff4-8f78-4c14-bf65-4afd324ad29f?experience=power-bi&subfolderId=30544,"SELECT NULL,
  ca_trans.currencyid AS '(CCY-TX Ccy ID) : C1',
  fund.currencyid AS '(CCY-LE Ccy ID) : C2',
  fund.fundname AS 'C3',
  ccfundcurrency.currencyiso AS 'C4',
  cmninvestor.invstrname AS 'C5',
  (select top 1  bm_cmninvestor_udfdetails_cu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/8879e374-d39d-4da6-b318-ce4f4befec11?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/8ef85e75-61c7-450f-b19c-ec8595c7f447?experience=power-bi&subfolderId=30544,100
4/29/2025,AWSDBSQ51PV,Investran,11,00:13.9,100,09:50.0,PREEMPTIVE_XE_DISPATCHER,735978,"SELECT event_data FROM sys.fn_xe_file_target_read_file('L:\ProgramData\ApexSQL\ApexSQLAudit\Auditing\MSSQLSERVER\ActiveSessions\ApexSQLAuditDB_013Itrn_v62_prodErrors_0_133901154229510000.xel', null, null, null",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/f21be73e-1248-4f41-8647-a39604818518?experience=power-bi&subfolderId=30544,"fetch hCdirs into @dir, @xact_seqno, @command_id, @type
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/0f07024e-ddc0-44c3-b0a6-e90b2882ea0c?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b535e0ef-4940-4562-9e65-6c3c5cd9f397?experience=power-bi&subfolderId=30544,100
4/29/2025,AWSDBSQ51PV,Investran,11,00:13.9,100,09:50.0,PWAIT_EXTENSIBILITY_CLEANUP_TASK,790883,"SELECT event_data FROM sys.fn_xe_file_target_read_file('L:\ProgramData\ApexSQL\ApexSQLAudit\Auditing\MSSQLSERVER\ActiveSessions\ApexSQLAuditDB_013Itrn_v62_prodErrors_0_133901154229510000.xel', null, null, null",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/f21be73e-1248-4f41-8647-a39604818518?experience=power-bi&subfolderId=30544,"fetch hCdirs into @dir, @xact_seqno, @command_id, @type
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/0f07024e-ddc0-44c3-b0a6-e90b2882ea0c?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b535e0ef-4940-4562-9e65-6c3c5cd9f397?experience=power-bi&subfolderId=30544,100
4/29/2025,AWSDBSQ51PV,Investran,11,00:13.9,100,09:50.0,QDS_ASYNC_QUEUE,789681,"SELECT event_data FROM sys.fn_xe_file_target_read_file('L:\ProgramData\ApexSQL\ApexSQLAudit\Auditing\MSSQLSERVER\ActiveSessions\ApexSQLAuditDB_013Itrn_v62_prodErrors_0_133901154229510000.xel', null, null, null",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/f21be73e-1248-4f41-8647-a39604818518?experience=power-bi&subfolderId=30544,"fetch hCdirs into @dir, @xact_seqno, @command_id, @type
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/0f07024e-ddc0-44c3-b0a6-e90b2882ea0c?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b535e0ef-4940-4562-9e65-6c3c5cd9f397?experience=power-bi&subfolderId=30544,100
4/29/2025,AWSDBSQ51PV,Investran,11,00:13.9,100,09:50.0,SOS_WORK_DISPATCHER,53155603,"SELECT event_data FROM sys.fn_xe_file_target_read_file('L:\ProgramData\ApexSQL\ApexSQLAudit\Auditing\MSSQLSERVER\ActiveSessions\ApexSQLAuditDB_013Itrn_v62_prodErrors_0_133901154229510000.xel', null, null, null",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/f21be73e-1248-4f41-8647-a39604818518?experience=power-bi&subfolderId=30544,"fetch hCdirs into @dir, @xact_seqno, @command_id, @type
",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/0f07024e-ddc0-44c3-b0a6-e90b2882ea0c?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b535e0ef-4940-4562-9e65-6c3c5cd9f397?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ20PV,"IPAM,COM,TFS",0,01:13.4,100,09:51.4,ASYNC_IO_COMPLETION,20265,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7dbfc719-a649-4203-982d-f8067c370074?experience=power-bi&subfolderId=30544,"SELECT @ParamFragmentationLevel = MAX(avg_fragmentation_in_percent), @ParamPageCount = SUM(page_count) FROM sys.dm_db_index_physical_stats(@ParamDatabaseID, @ParamObjectID, @ParamIndexID, @ParamPartitionNumber, 'LIMITED') WHERE alloc_unit_type_desc = 'IN_",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a5cd4063-46f7-4e4c-b92a-e5451e31c502?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b78e37ba-fc3d-413b-aa99-4d82ac8e673b?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ20PV,"IPAM,COM,TFS",0,01:13.4,100,09:51.4,BACKUPBUFFER,21398,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7dbfc719-a649-4203-982d-f8067c370074?experience=power-bi&subfolderId=30544,"SELECT @ParamFragmentationLevel = MAX(avg_fragmentation_in_percent), @ParamPageCount = SUM(page_count) FROM sys.dm_db_index_physical_stats(@ParamDatabaseID, @ParamObjectID, @ParamIndexID, @ParamPartitionNumber, 'LIMITED') WHERE alloc_unit_type_desc = 'IN_",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a5cd4063-46f7-4e4c-b92a-e5451e31c502?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b78e37ba-fc3d-413b-aa99-4d82ac8e673b?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ20PV,"IPAM,COM,TFS",0,01:13.4,100,09:51.4,BACKUPIO,35384,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7dbfc719-a649-4203-982d-f8067c370074?experience=power-bi&subfolderId=30544,"SELECT @ParamFragmentationLevel = MAX(avg_fragmentation_in_percent), @ParamPageCount = SUM(page_count) FROM sys.dm_db_index_physical_stats(@ParamDatabaseID, @ParamObjectID, @ParamIndexID, @ParamPartitionNumber, 'LIMITED') WHERE alloc_unit_type_desc = 'IN_",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a5cd4063-46f7-4e4c-b92a-e5451e31c502?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b78e37ba-fc3d-413b-aa99-4d82ac8e673b?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ20PV,"IPAM,COM,TFS",0,01:13.4,100,09:51.4,BACKUPTHREAD,16315,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7dbfc719-a649-4203-982d-f8067c370074?experience=power-bi&subfolderId=30544,"SELECT @ParamFragmentationLevel = MAX(avg_fragmentation_in_percent), @ParamPageCount = SUM(page_count) FROM sys.dm_db_index_physical_stats(@ParamDatabaseID, @ParamObjectID, @ParamIndexID, @ParamPartitionNumber, 'LIMITED') WHERE alloc_unit_type_desc = 'IN_",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a5cd4063-46f7-4e4c-b92a-e5451e31c502?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b78e37ba-fc3d-413b-aa99-4d82ac8e673b?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ20PV,"IPAM,COM,TFS",0,01:13.4,100,09:51.4,QDS_ASYNC_QUEUE,259769,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7dbfc719-a649-4203-982d-f8067c370074?experience=power-bi&subfolderId=30544,"SELECT @ParamFragmentationLevel = MAX(avg_fragmentation_in_percent), @ParamPageCount = SUM(page_count) FROM sys.dm_db_index_physical_stats(@ParamDatabaseID, @ParamObjectID, @ParamIndexID, @ParamPartitionNumber, 'LIMITED') WHERE alloc_unit_type_desc = 'IN_",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a5cd4063-46f7-4e4c-b92a-e5451e31c502?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/b78e37ba-fc3d-413b-aa99-4d82ac8e673b?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ21PV,"AD Sync,SCCM,VAMT",35,01:23.8,100,09:51.7,ASYNC_IO_COMPLETION,107149,"SELECT TOP 1 @last_internal_table_name = internal_table_name,
			@last_start_time = start_time, 
			@last_end_time = end_time,
			@last_rows_cleaned_up = rows_cleaned_up,
			@last_cleanup_version = cleanup_version,
			@last_comments = comments 
			F",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ad8b1660-b508-49d8-891e-5bbe8884951a?experience=power-bi&subfolderId=30544,UPDATE [DiscItemAgents] set [AgentTime] = @1  WHERE [ItemKey]=@2 AND [DiscArchKey]=@3 AND [AgentID]=@4 AND [AgentSite]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/61c2400c-838a-4d56-996c-ca67513d38f5?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7094378a-6b59-40ff-8410-fb447f160c0e?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ21PV,"AD Sync,SCCM,VAMT",35,01:23.8,100,09:51.7,BACKUPBUFFER,111891,"SELECT TOP 1 @last_internal_table_name = internal_table_name,
			@last_start_time = start_time, 
			@last_end_time = end_time,
			@last_rows_cleaned_up = rows_cleaned_up,
			@last_cleanup_version = cleanup_version,
			@last_comments = comments 
			F",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ad8b1660-b508-49d8-891e-5bbe8884951a?experience=power-bi&subfolderId=30544,UPDATE [DiscItemAgents] set [AgentTime] = @1  WHERE [ItemKey]=@2 AND [DiscArchKey]=@3 AND [AgentID]=@4 AND [AgentSite]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/61c2400c-838a-4d56-996c-ca67513d38f5?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7094378a-6b59-40ff-8410-fb447f160c0e?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ21PV,"AD Sync,SCCM,VAMT",35,01:23.8,100,09:51.7,BACKUPIO,113952,"SELECT TOP 1 @last_internal_table_name = internal_table_name,
			@last_start_time = start_time, 
			@last_end_time = end_time,
			@last_rows_cleaned_up = rows_cleaned_up,
			@last_cleanup_version = cleanup_version,
			@last_comments = comments 
			F",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/ad8b1660-b508-49d8-891e-5bbe8884951a?experience=power-bi&subfolderId=30544,UPDATE [DiscItemAgents] set [AgentTime] = @1  WHERE [ItemKey]=@2 AND [DiscArchKey]=@3 AND [AgentID]=@4 AND [AgentSite]=@,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/61c2400c-838a-4d56-996c-ca67513d38f5?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/7094378a-6b59-40ff-8410-fb447f160c0e?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ22PV,SharePoint,0,01:36.2,100,09:52.1,BACKUPIO,11853,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/c7a19013-5def-4f32-8465-e745255ffdc4?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/120b5eef-3434-43c0-a593-cd4bfaa57893?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a00ac9ba-6433-48fb-a98b-91bdabbd612c?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ22PV,SharePoint,0,01:36.2,100,09:52.1,QDS_ASYNC_QUEUE,519225,"WITH DB_CPU_Stats 
            AS 
            (SELECT pa.DatabaseID, 
                    DB_Name(pa.DatabaseID) AS [database_name],
                    SUM(CAST(qs.total_worker_time AS bigint) /1000) AS [cpu_time_ms]
            FROM sys.dm_exec_qu",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/c7a19013-5def-4f32-8465-e745255ffdc4?experience=power-bi&subfolderId=30544,DELETE [SSA].[dbo].[DIVFS]  WHERE [AUDIT_DATETIME]<(getdate()-@1,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/120b5eef-3434-43c0-a593-cd4bfaa57893?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/a00ac9ba-6433-48fb-a98b-91bdabbd612c?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ23PV,SharePoint,23,01:28.9,100,09:52.4,ASYNC_NETWORK_IO,13,"SELECT t14.*, CASE WHEN t14.[tp_Ordinal] IS NULL OR t14.[tp_Ordinal] = 0 THEN t16.[MetaInfo] ELSE NULL END AS c34, CASE WHEN t14.[tp_Ordinal] IS NULL OR t14.[tp_Ordinal] = 0 THEN t15.[ntext1] ELSE NULL END AS ntext1 FROM (SELECT DISTINCT t11.*, t12.[tp_Or",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/57579e74-2ef9-457e-8e7a-eb51661bc5f2?experience=power-bi&subfolderId=30544,"SELECT DISTINCT aggrTable#2.Count# AS __Count#2, aggrTable#1.Count# AS __Count#1, t1.[nvarchar1] AS c19c20, UserData.[int2], aggrTable#2.GroupCol#1 AS __GroupCol#2, aggrTable#2.AggrNewID# AS __AggrNewID#2, aggrTable#1.AggrNewID# AS __AggrNewID#1, aggrTabl",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e946cd2f-3f4f-4c7d-8866-791e71a0620c?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/41d1f2f8-9c33-478e-aa96-93cd99a6b6d0?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ23PV,SharePoint,23,01:28.9,100,09:52.4,BACKUPIO,165,"SELECT t14.*, CASE WHEN t14.[tp_Ordinal] IS NULL OR t14.[tp_Ordinal] = 0 THEN t16.[MetaInfo] ELSE NULL END AS c34, CASE WHEN t14.[tp_Ordinal] IS NULL OR t14.[tp_Ordinal] = 0 THEN t15.[ntext1] ELSE NULL END AS ntext1 FROM (SELECT DISTINCT t11.*, t12.[tp_Or",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/57579e74-2ef9-457e-8e7a-eb51661bc5f2?experience=power-bi&subfolderId=30544,"SELECT DISTINCT aggrTable#2.Count# AS __Count#2, aggrTable#1.Count# AS __Count#1, t1.[nvarchar1] AS c19c20, UserData.[int2], aggrTable#2.GroupCol#1 AS __GroupCol#2, aggrTable#2.AggrNewID# AS __AggrNewID#2, aggrTable#1.AggrNewID# AS __AggrNewID#1, aggrTabl",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e946cd2f-3f4f-4c7d-8866-791e71a0620c?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/41d1f2f8-9c33-478e-aa96-93cd99a6b6d0?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ26PV,"BusRule,Carlyle,Citrix,Confluence,Credant,CTX,Default_lab_project,EMS,Heat,Infra Reporting,IT_INFRA_REPORTING,jira,Lansweeper,M365,Netwrix,QualityCenter,SEP,SNTRSRV,Symantec",9,01:35.7,98,09:52.9,BACKUPIO,71466,SELECT COUNT(*) AS total FROM (SELECT * FROM web50repnotlatestbuildwin10) tmptabl,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/99df2478-f3d8-4f24-9785-9a404a08f0e4?experience=power-bi&subfolderId=30544,"select severity, count(severity) from alerts where resolve_id = @P0 and create_date < @P1 group by severity order by severit",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/fbc8d6fb-2a40-41ee-abd4-abf0a9481936?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e425b03d-7014-4add-8049-02b82d112cf5?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ26PV,"BusRule,Carlyle,Citrix,Confluence,Credant,CTX,Default_lab_project,EMS,Heat,Infra Reporting,IT_INFRA_REPORTING,jira,Lansweeper,M365,Netwrix,QualityCenter,SEP,SNTRSRV,Symantec",9,01:35.7,98,09:52.9,BACKUPTHREAD,42729,SELECT COUNT(*) AS total FROM (SELECT * FROM web50repnotlatestbuildwin10) tmptabl,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/99df2478-f3d8-4f24-9785-9a404a08f0e4?experience=power-bi&subfolderId=30544,"select severity, count(severity) from alerts where resolve_id = @P0 and create_date < @P1 group by severity order by severit",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/fbc8d6fb-2a40-41ee-abd4-abf0a9481936?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e425b03d-7014-4add-8049-02b82d112cf5?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ26PV,"BusRule,Carlyle,Citrix,Confluence,Credant,CTX,Default_lab_project,EMS,Heat,Infra Reporting,IT_INFRA_REPORTING,jira,Lansweeper,M365,Netwrix,QualityCenter,SEP,SNTRSRV,Symantec",9,01:35.7,98,09:52.9,CXCONSUMER,259375,SELECT COUNT(*) AS total FROM (SELECT * FROM web50repnotlatestbuildwin10) tmptabl,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/99df2478-f3d8-4f24-9785-9a404a08f0e4?experience=power-bi&subfolderId=30544,"select severity, count(severity) from alerts where resolve_id = @P0 and create_date < @P1 group by severity order by severit",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/fbc8d6fb-2a40-41ee-abd4-abf0a9481936?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e425b03d-7014-4add-8049-02b82d112cf5?experience=power-bi&subfolderId=30544,100
4/29/2025,HC1DBSQ26PV,"BusRule,Carlyle,Citrix,Confluence,Credant,CTX,Default_lab_project,EMS,Heat,Infra Reporting,IT_INFRA_REPORTING,jira,Lansweeper,M365,Netwrix,QualityCenter,SEP,SNTRSRV,Symantec",9,01:35.7,98,09:52.9,CXPACKET,139781,SELECT COUNT(*) AS total FROM (SELECT * FROM web50repnotlatestbuildwin10) tmptabl,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/99df2478-f3d8-4f24-9785-9a404a08f0e4?experience=power-bi&subfolderId=30544,"select severity, count(severity) from alerts where resolve_id = @P0 and create_date < @P1 group by severity order by severit",https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/fbc8d6fb-2a40-41ee-abd4-abf0a9481936?experience=power-bi&subfolderId=30544,https://app.powerbi.com/groups/02bf9e72-06fa-4b13-bc8c-86702cd0105d/rdlreports/e425b03d-7014-4add-8049-02b82d112cf5?experience=power-bi&subfolderId=30544,100
