Message,ID,ProviderName,LogName,MachineName,TimeCreated,ContainerLog,LevelDisplayName,CreatedDate
This computer was not able to set up a secure session with a domain controller in domain CARLYLEDC due to the following: We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential you can sign in with that credential. This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists please contact your domain administrator.  ADDITIONAL INFO If this computer is a domain controller for the specified domain it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise this computer sets up the secure session to any domain controller in the specified domain.,5719,NETLOGON,System,AWSDBSQ48PV,2025-11-14 11:28:52,System,Error,2025-11-14 09:37:48.520000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  ldap/thecarlylegroup.local/thecarlylegroup.local@THECARLYLEGROUP.LOCAL  with error code "The SAM database on the Windows Server does not have a computer account for this workstation trust relationship. (0xc000018b)". Authentication was denied.,6038,LsaSrv,System,AWSDBSQ48PV,2025-11-14 13:53:29,System,Warning,2025-11-14 09:37:48.520000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ39PV,2025-11-14 12:28:07,System,Warning,2025-11-14 09:37:48.520000000
This computer is configured as a member of a workgroup not as a member of a domain. The Netlogon service does not need to run in this configuration.,3095,NETLOGON,System,LX1APDS01PV,2025-11-14 14:22:06,System,Error,2025-11-14 09:37:48.523000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService160,Application,HC1DBSQ21PV,2025-11-14 08:51:10,Application,Warning,2025-11-14 09:37:48.523000000
The server {E60687F7-01A1-40AA-86AC-DB1CBF673334} did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ62PV,2025-11-14 19:59:32,System,Error,2025-11-14 09:37:48.523000000
Microsoft Windows Server has detected that NTLM authentication is presently being used between clients and this server. This event occurs once per boot of the server on the first time a client uses NTLM with this server. NTLM is a weaker authentication mechanism. Please check:       Which applications are using NTLM authentication?      Are there configuration issues preventing the use of stronger authentication such as Kerberos authentication?      If NTLM must be supported is Extended Protection configured? Details on how to complete these checks can be found at http://go.microsoft.com/fwlink/?LinkId=225699.,6038,LsaSrv,System,HC1DBSQ35PV,2025-11-14 23:09:49,System,Warning,2025-11-14 09:37:48.527000000
The processing of Group Policy failed. Windows attempted to retrieve new Group Policy settings for this user or computer. Look in the details tab for error code and description. Windows will automatically retry this operation at the next refresh cycle. Computers joined to the domain must have proper name resolution and network connectivity to a domain controller for discovery of new Group Policy objects and settings. An event will be logged when Group Policy is successful.,1030,Microsoft-Windows-GroupPolicy,System,HC1DBSQ62PV,2025-11-14 23:47:36,System,Error,2025-11-14 09:37:48.527000000
A provider PolicyAgentInstanceProvider has been registered in the Windows Management Instrumentation namespace ROOT\ccm\policy\S_1_5_21_515967899_1580436667_839522115_20296 to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,HC1DBSQ55Pv,2025-11-14 06:57:52,application,Warning,2025-11-14 09:37:48.527000000
Volume Shadow Copy Service information: The COM Server with CLSID {4e14fba2-2e22-11d1-9964-00c04fbbb345} and name CEventSystem cannot be started. [0x8007045b A system shutdown is in progress.] ,8193,VSS,Application,LX1APDS02PV,2025-11-14 12:15:39,Application,Error,2025-11-14 09:37:48.530000000
The server service was unable to recreate the share Restore_Task_09122022 because the directory G:\Restore_Task_09122022 no longer exists.  Please run "net share Restore_Task_09122022 /delete" to delete the share or recreate the directory G:\Restore_Task_09122022.,2511,Server,System,HC1DBSQ36Pv,2025-11-14 05:02:27,System,Warning,2025-11-14 09:37:48.530000000
The COM+ Event System failed to fire the DisplayLock method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,AWSDBSQ48PV,2025-11-14 12:21:40,Application,Warning,2025-11-14 09:37:48.530000000
The COM+ Event System failed to fire the DisplayUnlock method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,HC1DBSQ60PV,2025-11-14 17:57:03,Application,Warning,2025-11-14 09:37:48.530000000
The Background Intelligent Transfer Service service terminated with the following error: Access is denied.,7023,Service Control Manager,System,HC1DBSQ35PV,2025-11-14 21:36:32,System,Error,2025-11-14 09:37:48.530000000
Report Server Windows Service (MSSQLSERVER) cannot connect to the report server database.,107,Report Server Windows Service (MSSQLSERVER),Application,HC1DBSQ27PV,2025-11-14 03:07:51,Application,Error,2025-11-14 09:37:48.533000000
10.14.0.95,112,Report Server (SSRS),Application,HC1DBSQ21PV,2025-11-14 02:40:50,Application,Warning,2025-11-14 09:37:48.533000000
The Sync Host_60c62092 service terminated with the following error: Access is denied.,7023,Service Control Manager,System,HC1DBSQ45PV,2025-11-14 03:19:17,system,Error,2025-11-14 09:37:48.533000000
The RD Session Host server cannot register 'TERMSRV' Service Principal Name to be used for server authentication. The following error occured: Directory object not found..,1067,Microsoft-Windows-TerminalServices-RemoteConnectionManager,System,LX1APDS01PV,2025-11-14 14:26:53,System,Warning,2025-11-14 09:37:48.533000000
An error occured while refreshing environment variables updated during the installation of ''. Some users logged on to the machine may not see these changes until they log off and then log back on.,1032,MsiInstaller,Application,LX1APDS02PV,2025-11-14 15:19:01,Application,Warning,2025-11-14 09:37:48.537000000
An error occurred while using SSL configuration for endpoint 0.0.0.0:443.  The error status code is contained within the returned data.,15021,Microsoft-Windows-HttpEvent,System,HC1DBSQ27PV,2025-11-14 22:38:23,System,Error,2025-11-14 09:37:48.537000000
Server close the connection; status_code='510' error='TID is already used\x0a',169,syslog-ng Agent,Application,HC1DBSQ45PV,2025-11-14 03:15:32,application,Error,2025-11-14 09:37:48.540000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ64PV,2025-11-14 22:26:33,System,Warning,2025-11-14 09:37:48.540000000
The processing of Group Policy failed. Windows could not evaluate the Windows Management Instrumentation (WMI) filter for the Group Policy object cn={F2849462-D59F-4AF6-BFFD-44E23A19B483}cn=policiescn=systemDC=TCGDC=com. This could be caused by RSOP being disabled  or Windows Management Instrumentation (WMI) service being disabled stopped or other WMI errors. Make sure the WMI service is started and the startup type is set to automatic. New Group Policy objects or settings will not process until this event has been resolved.,1065,Microsoft-Windows-GroupPolicy,System,HC1DBSQ45PV,2025-11-14 20:17:43,system,Error,2025-11-14 09:37:48.537000000
Microsoft Windows Server has detected that NTLM authentication is presently being used between clients and this server. This event occurs once per boot of the server on the first time a client uses NTLM with this server. NTLM is a weaker authentication mechanism. Please check:       Which applications are using NTLM authentication?      Are there configuration issues preventing the use of stronger authentication such as Kerberos authentication?      If NTLM must be supported is Extended Protection configured? Details on how to complete these checks can be found at http://go.microsoft.com/fwlink/?LinkId=225699.,6038,LsaSrv,System,HC1DBSQ21PV,2025-11-14 08:50:33,System,Warning,2025-11-14 09:37:48.537000000
Microsoft Windows Server has detected that NTLM authentication is presently being used between clients and this server. This event occurs once per boot of the server on the first time a client uses NTLM with this server. NTLM is a weaker authentication mechanism. Please check:       Which applications are using NTLM authentication?      Are there configuration issues preventing the use of stronger authentication such as Kerberos authentication?      If NTLM must be supported is Extended Protection configured? Details on how to complete these checks can be found at http://go.microsoft.com/fwlink/?LinkId=225699.,6038,LsaSrv,System,HC1DBSQ36Pv,2025-11-14 05:03:23,System,Warning,2025-11-14 09:37:48.540000000
Cryptographic Services failed while processing the OnIdentity() call in the System Writer Object.Details:AddLegacyDriverFiles: Unable to back up image of binary Symantec Network Security WFP Driver.System Error:The system cannot find the file specified..,513,Microsoft-Windows-CAPI2,Application,AWSDBSQ50PV,2025-11-14 23:40:05,Application,Error,2025-11-14 09:37:48.540000000
The SysMain service terminated with the following error: The parameter is incorrect.,7043,Service Control Manager,System,LD5AIDBSQ01PV,2025-11-14 19:40:06,System,Error,2025-11-14 09:37:48.540000000
The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID {2DC39BD2-9CFF-405D-A2FE-D246C976278C} and APPID {DB336D8E-32E5-42B9-B14B-58AAA87CEB06} to the user CARLYLEDC\EntDataSupMgmtSVCPrd SID (S-1-5-21-1265201269-1862738610-618671499-150951) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ33PV,2025-11-14 23:59:03,System,Error,2025-11-14 09:37:48.543000000
Volume Shadow Copy Service information: The COM Server with CLSID {4e14fba2-2e22-11d1-9964-00c04fbbb345} and name CEventSystem cannot be started. [0x8007045b A system shutdown is in progress.] ,8193,VSS,Application,LX1APDS01PV,2025-11-14 15:30:25,Application,Error,2025-11-14 09:37:48.543000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,LX1APDS02PV,2025-11-14 14:09:15,System,Warning,2025-11-14 09:37:48.543000000
Certificate for local system with Thumbprint d2 a0 d9 84 71 f3 45 c3 50 f2 da 56 ba e0 a1 ec b4 b5 6e 69 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,HC1DBSQ45PV,2025-11-14 19:15:40,application,Warning,2025-11-14 09:37:48.543000000
The browser service was unable to retrieve a list of servers from the browser master \\HC1DBSQ54PV on the network \Device\NetBT_Tcpip_{7584C56A-E2FA-44C3-808B-D05891E6EF80}.  Browser master: \\HC1DBSQ54PV Network: \Device\NetBT_Tcpip_{7584C56A-E2FA-44C3-808B-D05891E6EF80}  This event may be caused by a temporary loss of network connectivity. If this message appears again verify that the server is still connected to the network. The return code is in the Data text box.,8021,BROWSER,System,HC1DBSQ53PV,2025-11-14 02:37:12,System,Warning,2025-11-14 09:37:48.547000000
VMCI: Failed to create device (status=0xc0000035).,2,vmci,System,HC1DBSQ64PV,2025-11-14 00:44:56,System,Warning,2025-11-14 09:37:48.547000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,LD5AIDBSQ01PV,2025-11-14 23:58:36,System,Error,2025-11-14 09:37:48.547000000
Credential Guard and/or VBS Key Isolation are configured but the secure kernel is not running; continuing without them.,15,Microsoft-Windows-Wininit,System,LX1APDS02PV,2025-11-14 13:49:30,System,Warning,2025-11-14 09:37:48.547000000
Failed to connect to server. Error: 0x80070005,1015,MsiInstaller,Application,HC1DBSQ21PV,2025-11-14 04:10:54,Application,Warning,2025-11-14 09:37:48.550000000
Configuring the Page file for crash dump failed. Make sure there is a page file on the boot partition and that is large enough to contain all physical memory.,49,volmgr,System,HC1DBSQ53PV,2025-11-14 01:11:36,System,Error,2025-11-14 09:37:48.550000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.223],17836,MSSQLSERVER,Application,HC1DBSQ53PV,2025-11-14 22:33:45,Application,Error,2025-11-14 09:37:48.550000000
On 11/7/2025 8:52:25 AM component SMS_SRS_REPORTING_POINT on computer HC1DBSQ21PV.THECARLYLEGROUP.LOCAL reported:  The report server service is not running on Reporting Service Point server "HC1DBSQ21PV.THECARLYLEGROUP.LOCAL"; start the service to enable reporting.,7403,SMS Server,Application,HC1DBSQ21PV,2025-11-14 20:51:51,Application,Error,2025-11-14 09:37:48.550000000
The reason supplied by user TCG\PDevaraj.admin for the last unexpected shutdown of this computer is: Other (Unplanned) Reason Code: 0xa000000 Problem ID:  Bugcheck String:  Comment: ,1077,User32,System,HC1DBSQ62PV,2025-11-14 09:12:03,System,Warning,2025-11-14 09:37:48.550000000
A provider WPJProvider has been registered in the Windows Management Instrumentation namespace root\CCM\CIModels to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,AWSDBSQ48PV,2025-11-14 13:45:06,Application,Warning,2025-11-14 09:37:48.550000000
The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.,1500,SNMP,System,HC1DBSQ27PV,2025-11-14 22:02:26,System,Error,2025-11-14 09:37:48.587000000
The Open Procedure for service "BITS" in DLL "C:\Windows\System32\bitsperf.dll" failed. Performance data for this service will not be available. The first four bytes (DWORD) of the Data section contains the error code.,1008,Microsoft-Windows-Perflib,Application,HC1DBSQ45PV,2025-11-14 15:16:27,application,Error,2025-11-14 09:37:48.587000000
A provider WPJProvider has been registered in the Windows Management Instrumentation namespace root\CCM\CIModels to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,LX1APDS02PV,2025-11-14 18:35:21,Application,Warning,2025-11-14 09:37:48.590000000
Secure Boot CA/keys need to be updated. This device signature information is included here.DeviceAttributes: BaseBoardManufacturer:Intel Corporation;FirmwareManufacturer:VMware Inc.;FirmwareVersion:VMW71.00V.24265429.B64.2409051419;OEMModelNumber:VMware71;OEMModelBaseBoard:440BX Desktop Reference Platform;OEMModelSystemFamily:;OEMManufacturerName:VMware Inc.;OEMModelSKU:;OSArchitecture:amd64;BucketId: 780863cf2dd4d4a9144cd3e14efeda4c02b8542acf606ed4b2eba0d7215edd56BucketConfidenceLevel: UpdateType: 0HResult: The operation completed successfully.,1801,Microsoft-Windows-TPM-WMI,System,HC1DBSQ60PV,2025-11-14 13:06:57,System,Error,2025-11-14 09:37:48.553000000
The server {9BA05972-F6A8-11CF-A442-00A0C90A8F39} did not register with DCOM within the required timeout.,10029,Microsoft-Windows-DistributedCOM,System,HC1DBSQ45PV,2025-11-14 23:33:14,system,Error,2025-11-14 09:37:48.553000000
This computer is configured as a member of a workgroup not as a member of a domain. The Netlogon service does not need to run in this configuration.,3095,NETLOGON,System,LX1APDS02PV,2025-11-14 13:51:53,System,Error,2025-11-14 09:37:48.553000000
The processing of Group Policy failed. Windows attempted to retrieve new Group Policy settings for this user or computer. Look in the details tab for error code and description. Windows will automatically retry this operation at the next refresh cycle. Computers joined to the domain must have proper name resolution and network connectivity to a domain controller for discovery of new Group Policy objects and settings. An event will be logged when Group Policy is successful.,1030,Microsoft-Windows-GroupPolicy,System,HC1DBSQ57PV,2025-11-14 07:05:33,System,Error,2025-11-14 09:37:48.557000000
Windows cannot load classes registry file. DETAIL - The system cannot find the file specified.,1542,Microsoft-Windows-User Profiles Service,Application,HC1DBSQ45PV,2025-11-14 03:16:32,application,Error,2025-11-14 09:37:48.557000000
The server service was unable to recreate the share Backup_17th_April_2023 because the directory F:\Backup_17th_April_2023 no longer exists.  Please run "net share Backup_17th_April_2023 /delete" to delete the share or recreate the directory F:\Backup_17th_April_2023.,2511,Server,System,LD5AIDBSQ01PV,2025-11-14 01:55:57,System,Warning,2025-11-14 09:37:48.557000000
Package "AllServerWindowsEventsLoad" failed.,12291,SQLISPackage130,Application,HC1DBSQ90PV,2025-11-14 03:56:12,Application,Error,2025-11-14 09:37:48.557000000
wmiprvse (9528D50) SoftwareUsageMetrics-Prv: Flush map file "C:\Windows\system32\LogFiles\Sum\{5D97A0CE-B1E8-429D-A98A-40CA5F30AB63}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,AWSDBSQ48PV,2025-11-14 21:51:21,Application,Warning,2025-11-14 09:37:48.557000000
The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID {6DF8CB71-153B-4C66-8FC4-E59301B8011B} and APPID {961AD749-64E9-4BD5-BCC8-ECE8BA0E241F} to the user CARLYLEDC\SQLSvcHC1DBSQ23PV SID (S-1-5-21-1265201269-1862738610-618671499-95244) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ23PV,2025-11-14 06:29:00,System,Error,2025-11-14 09:37:48.560000000
The shadow copies of volume L: were aborted because the shadow copy storage could not grow due to a user imposed limit.,36,Volsnap,System,HC1DBSQ36Pv,2025-11-14 22:14:35,System,Error,2025-11-14 09:37:48.560000000
The Security System has detected a downgrade attempt when contacting the 3-part SPN  LDAP/HC1DCRT2PV.TCG.com/TCG.com@TCG.COM  with error code "The attempted logon is invalid. This is either due to a bad username or authentication information. (0xc000006d)". Authentication was denied.,6038,LsaSrv,System,LD5AIDBSQ01PV,2025-11-14 23:55:45,System,Warning,2025-11-14 09:37:48.560000000
Application 'C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe' (pid 8868) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ27PV,2025-11-14 21:00:20,Application,Warning,2025-11-14 09:37:48.560000000
The program explorer.exe version 10.0.20348.3692 stopped interacting with Windows and was closed. To see if more information about the problem is available check the problem history in the Security and Maintenance control panel. Process ID: 2034 Start Time: 01dc3d40d4ac9b9c Termination Time: 0 Application Path: C:\Windows\explorer.exe Report Id: d3ab90f2-bf72-41d2-a795-4d3c2bc0fd86 Faulting package full name:  Faulting package-relative application ID:  Hang type: Unknown,1002,Application Hang,Application,LX1APDS02PV,2025-11-14 15:38:34,Application,Error,2025-11-14 09:37:48.560000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ60PV1,2025-11-14 21:29:30,System,Warning,2025-11-14 09:37:48.563000000
Certificate for local system with Thumbprint a8 e7 d8 df 60 8f 5e d9 ff 8e d2 7b d2 4e 61 c9 6d 4d 7a 85 is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,AWSDBSQ51PV,2025-11-14 22:02:10,Application,Warning,2025-11-14 09:37:48.563000000
VMCI: Not supported in Safe Boot Mode.,2,vmci,System,HC1DBSQ35PV,2025-11-14 22:59:24,System,Warning,2025-11-14 09:37:48.567000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService120,Application,HC1DBSQ27PV,2025-11-14 03:07:22,Application,Warning,2025-11-14 09:37:48.567000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,HC1DBSQ27PV,2025-11-14 18:58:00,System,Error,2025-11-14 09:37:48.567000000
The COM+ Event System failed to fire the StartShell method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,AWSDBSQ62PV,2025-11-14 00:49:39,Application,Warning,2025-11-14 09:37:48.570000000
Time Provider NtpClient: No valid response has been received from domain controller SY1DCCG1P.thecarlylegroup.local after 8 attempts to contact it. This domain controller will be discarded as a time source and NtpClient will attempt to discover a new domain controller from which to synchronize. The error was: The peer is unreachable. ,36,Microsoft-Windows-Time-Service,System,LX1APDS02PV,2025-11-14 20:23:22,System,Warning,2025-11-14 09:37:48.570000000
The login packet used to open the connection is structurally invalid; the connection has been closed. Please contact the vendor of the client library. [CLIENT: 10.14.5.200],17836,MSSQLSERVER,Application,HC1DBSQ35PV,2025-11-14 22:26:23,Application,Error,2025-11-14 09:37:48.570000000
An TLS 1.2 connection request was received from a remote client application but none of the cipher suites supported by the client application are supported by the server. The TLS connection request has failed.,36874,Schannel,System,AWSDBSQ50PV,2025-11-14 22:05:16,System,Error,2025-11-14 09:37:48.570000000
Application 'C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe' (pid 1552) cannot be restarted - Application SID does not match Conductor SID..,10010,Microsoft-Windows-RestartManager,Application,HC1DBSQ62PV,2025-11-14 23:59:26,Application,Warning,2025-11-14 09:37:48.570000000
The application-specific permission settings do not grant Local Launch permission for the COM Server application with CLSID {21B896BF-008D-4D01-A27B-26061B960DD7} and APPID {03E09F3B-DCE4-44FE-A9CF-82D050827E1C} to the user HC1DBSQ60PV\migrationadmin SID (S-1-5-21-3330861373-2841203555-3510000864-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool.,10016,Microsoft-Windows-DistributedCOM,System,HC1DBSQ60PV,2025-11-14 12:59:23,System,Warning,2025-11-14 09:37:48.573000000
This computer is configured as a member of a workgroup not as a member of a domain. The Netlogon service does not need to run in this configuration.,3095,NETLOGON,System,HC1DBSQ60PV,2025-11-14 12:11:11,System,Error,2025-11-14 09:37:48.573000000
The user 'Network Connect' preference item in the 'Shortcut - LP_NW Connect {75EC8671-EC3C-4964-8D0A-7FE43852231D}' Group Policy Object did not apply because it failed with error code '0x80070002 The system cannot find the file specified.' This error was suppressed.,4098,Group Policy Shortcuts,Application,LX1APDS02PV,2025-11-14 23:51:52,Application,Warning,2025-11-14 09:37:48.573000000
Certificate for local system with Thumbprint f8 2e ad 37 af 7e eb a7 e6 97 33 fb 47 80 01 84 cf 9e 2d ed is about to expire or already expired.,64,Microsoft-Windows-CertificateServicesClient-AutoEnrollment,Application,AWSDBSQ62PV,2025-11-14 22:02:12,Application,Warning,2025-11-14 09:37:48.573000000
The computer 'Guest' preference item in the 'CIS Member Server Policies {FCE6B220-BC59-4AAC-A45D-2AA1DEFA6312}' Group Policy Object did not apply because it failed with error code '0x8007055b Cannot perform this operation on built-in accounts.' This error was suppressed.,4098,Group Policy Local Users and Groups,Application,LX1APDS02PV,2025-11-14 14:13:26,Application,Warning,2025-11-14 09:37:48.577000000
A provider PolicyAgentInstanceProvider has been registered in the Windows Management Instrumentation namespace ROOT\ccm\policy\S_1_5_21_515967899_1580436667_839522115_20222 to use the LocalSystem account. This account is privileged and the provider may cause a security violation if it does not correctly impersonate user requests.,63,Microsoft-Windows-WMI,Application,HC1DBSQ70PV,2025-11-14 03:41:23,Application,Warning,2025-11-14 09:37:48.577000000
The COM+ Event System failed to fire the StartShell method on event class {D5978630-5B9F-11D1-8DD2-00AA004ABD5E} for publisher  and subscriber . The display name of the subscription is "Visual Studio ISensLogon Subscription". The HRESULT was 8001010a.,4354,Microsoft-Windows-EventSystem,Application,LX1APDS02PV,2025-11-14 18:36:38,Application,Warning,2025-11-14 09:37:48.577000000
The system failed to register host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {9755F0A0-5497-4524-BF37-B19176344B7B}           Host Name : AWSDBSQ50PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.18.128.2           Sent update to server : <?>           IP Address(es) :             10.18.128.254The reason the system could not register these RRs was because the DNS server failed the update request. The most likely cause of this is that the authoritative DNS server required to process this update request has a lock in place on the zone probably because a zone transfer is in progress.You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist contact your DNS server or network systems administrator.,8020,Microsoft-Windows-DNS-Client,System,AWSDBSQ50PV,2025-11-14 19:51:27,System,Warning,2025-11-14 09:37:48.577000000
Time Provider NtpClient: No valid response has been received from domain controller AWSEU2WDCCG2PV.thecarlylegroup.local after 8 attempts to contact it. This domain controller will be discarded as a time source and NtpClient will attempt to discover a new domain controller from which to synchronize. The error was: The peer is unreachable. ,36,Microsoft-Windows-Time-Service,System,AWSDBSQ50PV,2025-11-14 23:57:37,System,Warning,2025-11-14 09:37:48.580000000
Microsoft SSIS Service: Registry setting specifying configuration file does not exist. Attempting to load default config file.,274,SQLISService160,Application,LX1APDS01PV,2025-11-14 15:33:10,Application,Warning,2025-11-14 09:37:48.580000000
The Windows Update service terminated with the following error: Access is denied.,7034,Service Control Manager,System,HC1DBSQ62PV,2025-11-14 06:15:20,System,Error,2025-11-14 09:37:48.580000000
The Python service control handler failed. <Error getting traceback - traceback.print_exception() failed %2: %3,11,AwsReplicationLogger,Application,AWSDBSQ62PV,2025-11-14 08:02:40,Application,Error,2025-11-14 09:37:48.580000000
The WinRM service is not listening for WS-Management requests.  User Action  If you did not intentionally stop the service use the following command to see the WinRM configuration:  winrm enumerate winrm/config/listener,10154,Microsoft-Windows-WinRM,System,LX1APDS02PV,2025-11-14 20:18:54,System,Warning,2025-11-14 09:37:48.580000000
1 remote calls to the SAM database have been denied in the past 900 seconds throttling window.For more information please see http://go.microsoft.com/fwlink/?LinkId=787651.,16969,Microsoft-Windows-Directory-Services-SAM,System,HC1DBSQ35PV,2025-11-14 22:35:00,System,Warning,2025-11-14 09:37:48.580000000
Current server is unaccessible switching to a failover host; current='ld5siem20p.thecarlylegroup.local' failover='dr1siem22p.thecarlylegroup.local',206,syslog-ng Agent,Application,LD5AIDBSQ01PV,2025-11-14 06:07:29,Application,Warning,2025-11-14 09:37:48.580000000
Faulting application name: explorer.exe version: 10.0.14393.7513 time stamp: 0x671731a9Faulting module name: TwinUI.dll version: 10.0.14393.8519 time stamp: 0x68e6670aException code: 0x80270233Fault offset: 0x00000000005734f1Faulting process id: 0xf08Faulting application start time: 0x01dc4af6866f4491Faulting application path: C:\Windows\explorer.exeFaulting module path: C:\Windows\System32\TwinUI.dllReport Id: 0d78ca29-cc7c-4ebf-bab0-512627374693Faulting package full name: Faulting package-relative application ID: ,1000,Application Error,Application,HC1DBSQ45PV,2025-11-14 03:21:56,application,Error,2025-11-14 09:37:48.583000000
Faulting application name: ccSvcHst.exe version: 17.2.11.31 time stamp: 0x61c367f3Faulting module name: srtspscan.dll version: 16.0.1.74 time stamp: 0x61bbdf7eException code: 0xc0000409Fault offset: 0x000000000004d678Faulting process id: 0x2da0Faulting application start time: 0x01dc393b8b295311Faulting application path: c:\Program Files (x86)\Symantec\Symantec Endpoint Protection\14.3.7393.4000.105\bin64\ccSvcHst.exeFaulting module path: C:\ProgramData\Symantec\Symantec Endpoint Protection\14.3.7393.4000.105\Data\SymPlatform\srtspscan.dllReport Id: b3566ccf-2532-464b-94b9-cf5284b2560cFaulting package full name: Faulting package-relative application ID: ,1000,Application Error,Application,HC1DBSQ27PV,2025-11-14 22:39:28,Application,Error,2025-11-14 09:37:48.583000000
wmiprvse (5808D50) SoftwareUsageMetrics-Prv: Flush map file "C:\WINDOWS\system32\LogFiles\Sum\{0CEF8877-2297-4FB7-B72B-4857F2A2BFB9}.jfm" will be deleted. Reason: ReadHdrFailed.,640,ESENT,Application,LX1APDS01PV,2025-11-14 18:17:46,Application,Warning,2025-11-14 09:37:48.583000000
The server Microsoft.Windows.Cortana_1.11.6.17763_neutral_neutral_cw5n1h2txyewy!CortanaUI.AppXd4tad4d57t4wtdbnnmb8v2xtzym8c1n8.mca did not register with DCOM within the required timeout.,10010,Microsoft-Windows-DistributedCOM,System,HC1DBSQ64PV,2025-11-14 21:33:12,System,Error,2025-11-14 09:37:48.583000000
The system failed to update and remove host (A or AAAA) resource records (RRs) for network adapterwith settings:           Adapter Name : {A6C74E44-D2D7-4969-9FBA-F3A1665937E7}           Host Name : LX1APDS01PV           Primary Domain Suffix : thecarlylegroup.local           DNS server list :             	10.64.21.210 10.19.48.85 10.19.49.156           Sent update to server : <?>           IP Address(es) :             10.64.21.220The reason the update request failed was because of a system problem. See event details for specific error code information.,8038,Microsoft-Windows-DNS-Client,System,LX1APDS01PV,2025-11-14 18:50:32,System,Warning,2025-11-14 09:37:48.590000000
